0开课系,1课程号,2课程名,3课序号,4学分,5考试类型,6教师,7周次,8星期,9节次,10校区,11教学楼,12教室,课容量,课余量
人文社会科学学院,61L015T,思想道德修养与法律基础,24,3.0,考试,于维敏* ,"2,4,6,8,10,12,14,16周上",4,4,东校区,东教一楼,DQ210,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,24,3.0,考试,于维敏* ,1-16周,2,4,东校区,东教一楼,DQ210,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,25,3.0,考试,于维敏* ,"1,3,5,7,9,11,13,15周",4,5,东校区,东教一楼,DQ302,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,25,3.0,考试,于维敏* ,1-16周,1,5,东校区,东教一楼,DQ302,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,26,3.0,考试,于维敏* 杨月霞 ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教二楼,DQ2105,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,26,3.0,考试,于维敏* 杨月霞 ,1-16周,2,5,东校区,东教二楼,DQ2105,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,27,3.0,考试,王世海* 杨德才 ,"1,3,5,7,9,11,13,15周",4,5,东校区,东教一楼,DQ308,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,27,3.0,考试,王世海* 杨德才 ,1-16周,1,5,东校区,东教一楼,DQ308,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,28,3.0,考试,郝潞霞* 吴琼 ,1-16周,2,4,东校区,东教一楼,DQ216,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,28,3.0,考试,郝潞霞* 吴琼 ,"2,4,6,8,10,12,14,16周上",4,4,东校区,东教一楼,DQ216,5,5
人文社会科学学院,61L017T,马克思主义基本原理,01,3.0,考试,路日亮* ,"1,3,5,7,9,11,13,15周",5,2,主校区,思源楼,SY208,150,17
人文社会科学学院,61L017T,马克思主义基本原理,01,3.0,考试,路日亮* ,1-16周,2,1,主校区,思源楼,SY208,150,17
人文社会科学学院,61L017T,马克思主义基本原理,02,3.0,考试,林建成* ,1-16周,4,1,主校区,思源西楼,SX202,150,26
人文社会科学学院,61L017T,马克思主义基本原理,02,3.0,考试,林建成* ,"2,4,6,8,10,12,14,16周上",2,4,主校区,思源西楼,SX202,150,26
人文社会科学学院,61L017T,马克思主义基本原理,03,3.0,考试,刁志萍* ,1-16周,2,2,主校区,逸夫教学楼,YF404,150,31
人文社会科学学院,61L017T,马克思主义基本原理,03,3.0,考试,刁志萍* ,"2,4,6,8,10,12,14,16周上",5,2,主校区,思源楼,SY208,150,31
人文社会科学学院,61L017T,马克思主义基本原理,04,3.0,考试,刁志萍* ,1-16周,4,2,主校区,思源西楼,SX203,150,1
人文社会科学学院,61L017T,马克思主义基本原理,04,3.0,考试,刁志萍* ,"1,3,5,7,9,11,13,15周",2,4,主校区,思源西楼,SX203,150,1
人文社会科学学院,61L017T,马克思主义基本原理,05,3.0,考试,田立年* ,"1,3,5,7,9,11,13,15周",2,4,主校区,思源西楼,SX202,150,13
人文社会科学学院,61L017T,马克思主义基本原理,05,3.0,考试,田立年* ,1-16周,4,2,主校区,思源西楼,SX202,150,13
人文社会科学学院,61L017T,马克思主义基本原理,06,3.0,考试,田立年* ,"2,4,6,8,10,12,14,16周上",2,4,主校区,思源西楼,SX203,150,26
人文社会科学学院,61L017T,马克思主义基本原理,06,3.0,考试,田立年* ,1-16周,4,1,主校区,思源西楼,SX203,150,26
人文社会科学学院,61L017T,马克思主义基本原理,07,3.0,考试,施惠玲* ,"2,4,6,8,10,12,14,16周上",2,4,主校区,思源西楼,SX204,150,23
人文社会科学学院,61L017T,马克思主义基本原理,07,3.0,考试,施惠玲* ,1-16周,4,1,主校区,思源西楼,SX204,150,23
人文社会科学学院,61L017T,马克思主义基本原理,08,3.0,考试,施惠玲* ,"1,3,5,7,9,11,13,15周",5,2,主校区,思源楼,SY209,172,0
人文社会科学学院,61L017T,马克思主义基本原理,08,3.0,考试,施惠玲* ,1-16周,2,1,主校区,思源楼,SY209,172,0
人文社会科学学院,61L017T,马克思主义基本原理,09,3.0,考试,高志文* ,"2,4,6,8,10,12,14,16周上",2,4,主校区,思源西楼,SX205,150,45
人文社会科学学院,61L017T,马克思主义基本原理,09,3.0,考试,高志文* ,1-16周,4,1,主校区,思源西楼,SX205,150,45
人文社会科学学院,61L017T,马克思主义基本原理,10,3.0,考试,高志文* ,1-16周,2,1,主校区,思源西楼,SX205,150,17
人文社会科学学院,61L017T,马克思主义基本原理,10,3.0,考试,高志文* ,"1,3,5,7,9,11,13,15周",5,2,主校区,思源西楼,SX205,150,17
人文社会科学学院,61L017T,马克思主义基本原理,11,3.0,考试,高志文* ,1-16周,2,2,主校区,思源西楼,SX101,150,27
人文社会科学学院,61L017T,马克思主义基本原理,11,3.0,考试,高志文* ,"2,4,6,8,10,12,14,16周上",5,2,主校区,思源楼,SY209,150,27
人文社会科学学院,61L017T,马克思主义基本原理,12,3.0,考试,翟媛丽* ,"1,3,5,7,9,11,13,15周",5,2,主校区,思源西楼,SX204,150,5
人文社会科学学院,61L017T,马克思主义基本原理,12,3.0,考试,翟媛丽* ,1-16周,2,1,主校区,思源西楼,SX204,150,5
人文社会科学学院,61L017T,马克思主义基本原理,13,3.0,考试,翟媛丽* ,1-16周,2,2,主校区,思源西楼,SX106,150,9
人文社会科学学院,61L017T,马克思主义基本原理,13,3.0,考试,翟媛丽* ,"2,4,6,8,10,12,14,16周上",5,2,主校区,思源西楼,SX106,150,9
人文社会科学学院,61L017T,马克思主义基本原理,14,3.0,考试,翟媛丽* ,"1,3,5,7,9,11,13,15周",2,4,主校区,思源西楼,SX301,163,0
人文社会科学学院,61L017T,马克思主义基本原理,14,3.0,考试,翟媛丽* ,1-16周,4,2,主校区,思源西楼,SX301,163,0
人文社会科学学院,61L017T,马克思主义基本原理,15,3.0,考试,孙夕龙* ,1-16周,2,2,主校区,思源西楼,SX201,164,0
人文社会科学学院,61L017T,马克思主义基本原理,15,3.0,考试,孙夕龙* ,"2,4,6,8,10,12,14,16周上",5,2,主校区,思源西楼,SX201,164,0
人文社会科学学院,61L017T,马克思主义基本原理,16,3.0,考试,孙夕龙* ,"1,3,5,7,9,11,13,15周",2,4,主校区,思源西楼,SX302,161,1
人文社会科学学院,61L017T,马克思主义基本原理,16,3.0,考试,孙夕龙* ,1-16周,4,2,主校区,思源西楼,SX302,161,1
人文社会科学学院,61L017T,马克思主义基本原理,17,3.0,考试,孙夕龙* ,"2,4,6,8,10,12,14,16周上",2,4,主校区,思源西楼,SX301,150,28
人文社会科学学院,61L017T,马克思主义基本原理,17,3.0,考试,孙夕龙* ,1-16周,4,1,主校区,思源西楼,SX301,150,28
人文社会科学学院,61L017T,马克思主义基本原理,18,3.0,考试,杨卫国* ,"1,3,5,7,9,11,13,15周",5,2,主校区,思源西楼,SX101,150,24
人文社会科学学院,61L017T,马克思主义基本原理,18,3.0,考试,杨卫国* ,1-16周,2,1,主校区,思源楼,SY107,150,24
人文社会科学学院,61L017T,马克思主义基本原理,19,3.0,考试,杨卫国* ,1-16周,2,2,主校区,思源西楼,SX205,150,1
人文社会科学学院,61L017T,马克思主义基本原理,19,3.0,考试,杨卫国* ,"2,4,6,8,10,12,14,16周上",5,2,主校区,思源西楼,SX205,150,1
人文社会科学学院,61L017T,马克思主义基本原理,20,3.0,考试,杨卫国* ,1-16周,4,2,主校区,思源西楼,SX303,157,0
人文社会科学学院,61L017T,马克思主义基本原理,20,3.0,考试,杨卫国* ,"1,3,5,7,9,11,13,15周",2,4,主校区,思源西楼,SX303,157,0
人文社会科学学院,61L017T,马克思主义基本原理,21,3.0,考试,杨卫国* ,1-16周,4,1,主校区,思源西楼,SX302,150,44
人文社会科学学院,61L017T,马克思主义基本原理,21,3.0,考试,杨卫国* ,"2,4,6,8,10,12,14,16周上",2,4,主校区,思源西楼,SX302,150,44
人文社会科学学院,61L017T,马克思主义基本原理,22,3.0,考试,张映伟* ,1-16周,2,1,主校区,思源楼,SY108,163,0
人文社会科学学院,61L017T,马克思主义基本原理,22,3.0,考试,张映伟* ,"1,3,5,7,9,11,13,15周",5,2,主校区,思源西楼,SX105,163,0
人文社会科学学院,61L017T,马克思主义基本原理,23,3.0,考试,张映伟* ,1-16周,2,2,主校区,思源西楼,SX202,150,11
人文社会科学学院,61L017T,马克思主义基本原理,23,3.0,考试,张映伟* ,"2,4,6,8,10,12,14,16周上",5,2,主校区,思源西楼,SX101,150,11
人文社会科学学院,61L017T,马克思主义基本原理,24,3.0,考试,张映伟* ,"1,3,5,7,9,11,13,15周",2,4,主校区,思源西楼,SX205,150,22
人文社会科学学院,61L017T,马克思主义基本原理,24,3.0,考试,张映伟* ,1-16周,4,2,主校区,思源西楼,SX205,150,22
人文社会科学学院,61L017T,马克思主义基本原理,25,3.0,考试,张映伟* ,1-16周,4,1,主校区,思源西楼,SX303,150,35
人文社会科学学院,61L017T,马克思主义基本原理,25,3.0,考试,张映伟* ,"2,4,6,8,10,12,14,16周上",2,4,主校区,思源西楼,SX303,150,35
语言与传播学院,62L011T,法语二外,01,4.0,考试,施婉丽* ,1-16周,4,5,主校区,逸夫教学楼,YF304,30,0
语言与传播学院,62L011T,法语二外,01,4.0,考试,施婉丽* ,1-16周,2,5,主校区,逸夫教学楼,YF304,30,0
语言与传播学院,62L011T,法语二外,02,4.0,考试,郭雁玲* ,1-16周,3,5,主校区,逸夫教学楼,YF504,30,0
语言与传播学院,62L011T,法语二外,02,4.0,考试,郭雁玲* ,1-16周,1,5,主校区,逸夫教学楼,YF504,30,0
语言与传播学院,62L048T,大学日语Ⅱ,01,4.0,考试,贾朝勃* ,1-16周,2,1,主校区,机械楼,Z104,3,3
语言与传播学院,62L048T,大学日语Ⅱ,01,4.0,考试,贾朝勃* ,1-16周,4,1,主校区,机械楼,Z104,3,3
语言与传播学院,62L050T,大学日语Ⅳ,01,4.0,,张亚峰* ,1-16周,4,4,主校区,机械楼,Z101,1,1
语言与传播学院,62L050T,大学日语Ⅳ,01,4.0,,张亚峰* ,1-16周,2,4,主校区,机械楼,Z101,1,1
语言与传播学院,62L054T,大学英语视听说 Ⅰ,01,2.0,考试,姜玉珍* ,1周上,6,1,主校区,,不要教室,20,19
语言与传播学院,62L056T,大学英语视听说 Ⅲ,01,2.0,考试,张建群* ,1周上,6,1,主校区,,不要教室,20,13
语言与传播学院,62L058T,大学英语读写译 Ⅰ,01,2.0,考试,姜玉珍* ,1周上,6,1,主校区,,不要教室,20,11
语言与传播学院,62L060T,大学英语读写译 Ⅲ,01,2.0,考试,张建群* ,1周上,6,1,主校区,,不要教室,50,10
语言与传播学院,62L062T,英汉翻译基础,01,4.0,考试,张建群* ,1周上,6,1,主校区,,不要教室,50,43
语言与传播学院,62L071T,日语二外 （B）Ⅰ,01,4.0,考试,王小霞* ,1-16周,2,2,主校区,逸夫教学楼,YF403,45,0
语言与传播学院,62L071T,日语二外 （B）Ⅰ,01,4.0,考试,王小霞* ,1-16周,4,2,主校区,逸夫教学楼,YF403,45,0
语言与传播学院,62L071T,日语二外 （B）Ⅰ,02,4.0,考试,贾朝勃* ,1-16周,4,2,主校区,逸夫教学楼,YF309,45,26
语言与传播学院,62L071T,日语二外 （B）Ⅰ,02,4.0,考试,贾朝勃* ,1-16周,2,2,主校区,逸夫教学楼,YF309,45,26
语言与传播学院,62L071T,日语二外 （B）Ⅰ,03,4.0,考试,张亚峰* ,1-16周,4,2,主校区,逸夫教学楼,YF308,45,2
语言与传播学院,62L071T,日语二外 （B）Ⅰ,03,4.0,考试,张亚峰* ,1-16周,2,2,主校区,逸夫教学楼,YF308,45,2
语言与传播学院,62L073T,英美文化,01,4.0,考试,张建群* ,1周上,6,1,主校区,,不要教室,50,40
语言与传播学院,62L083T,大学英语视听说 Ⅲ,01,1.0,考试,张建群* ,1周上,6,1,主校区,,不要教室,41,-1
语言与传播学院,62L091T,大学英语读写译 Ⅰ,01,3.0,考试,姜玉珍* ,1周上,6,1,主校区,,不要教室,50,20
语言与传播学院,62L093T,大学英语读写译 Ⅲ,01,0.5,考试,张建群* ,1周上,6,1,主校区,,不要教室,50,25
语言与传播学院,62L095T,大学英语视听说 Ⅰ,01,2.0,考试,姜玉珍* ,1周上,6,1,主校区,,不要教室,50,8
语言与传播学院,62L097T,大学英语视听说 Ⅲ,01,0.5,考试,张建群* ,1周上,6,1,主校区,,不要教室,50,18
语言与传播学院,62L101T,视听Ⅰ,01,2.0,考试,陈岩* ,1-16周,1,6,东校区,东教一楼,DQ202,5,4
语言与传播学院,62L101T,视听Ⅰ,02,2.0,考试,陈岩* ,1-16周,2,6,东校区,东教一楼,DQ202,5,4
语言与传播学院,62L101T,视听Ⅰ,03,2.0,考试,陈岩* ,1-16周,4,6,东校区,东教一楼,DQ202,5,3
语言与传播学院,62L103T,口语Ⅰ,01,2.0,考试,matthew* ,1-16周,2,1,东校区,东教一楼,DQ313,5,4
语言与传播学院,62L103T,口语Ⅰ,02,2.0,考试,matthew* ,1-16周,2,2,东校区,东教一楼,DQ308,5,3
语言与传播学院,62L103T,口语Ⅰ,03,2.0,考试,matthew* ,1-16周,2,4,东校区,东教一楼,DQ313,5,3
语言与传播学院,62L105T,阅读与写作Ⅰ,01,2.0,考试,joe* ,1-16周,4,1,东校区,东教一楼,DQ313,5,4
语言与传播学院,62L105T,阅读与写作Ⅰ,02,2.0,考试,joe* ,1-16周,4,2,东校区,东教一楼,DQ313,5,4
语言与传播学院,62L105T,阅读与写作Ⅰ,03,2.0,考试,joe* ,1-16周,4,4,东校区,东教一楼,DQ410,5,4
语言与传播学院,62L107T,口译Ⅰ,01,2.0,考试,姚亚芝* ,1-16周,3,4,主校区,机械楼,Z101,25,0
语言与传播学院,62L107T,口译Ⅰ,02,2.0,考试,姚亚芝* ,1-16周,3,5,主校区,机械楼,Z101,25,0
语言与传播学院,62L111T,演讲与辩论Ⅰ,01,2.0,考试,王般若* ,1-16周,3,1,主校区,机械楼,Z301,25,0
语言与传播学院,62L111T,演讲与辩论Ⅰ,02,2.0,考试,王般若* ,1-16周,3,2,主校区,机械楼,Z301,25,0
语言与传播学院,62L113T,初级西班牙语,01,2.0,考试,张笑寒* ,,,,,,,0,0
语言与传播学院,62L115T,西班牙语二外Ⅰ,01,2.0,考试,语言待定* ,1-16周,2,6,主校区,逸夫教学楼,YF504,30,11
语言与传播学院,62L115T,西班牙语二外Ⅰ,02,2.0,考试,张笑寒* ,1-16周,4,6,主校区,逸夫教学楼,YF504,30,12
语言与传播学院,62L116T,西班牙语二外Ⅱ,01,2.0,考试,王珍娜* ,1-16周,1,6,主校区,逸夫教学楼,YF504,30,14
语言与传播学院,62L201T,大学英语读写译 Ⅰ,01,2.0,考试,姜玉珍* ,1周上,6,1,主校区,,不要教室,50,43
语言与传播学院,62L203T,大学英语读写译 Ⅲ,01,1.0,考试,钟舒乐* ,1-16周,3,1,主校区,思源西楼,SX406,50,2
语言与传播学院,62L203T,大学英语读写译 Ⅲ,02,1.0,考试,钟舒乐* ,1-16周,3,2,主校区,思源西楼,SX406,50,7
语言与传播学院,62L203T,大学英语读写译 Ⅲ,03,1.0,考试,钟舒乐* ,1-16周,3,4,主校区,思源西楼,SX406,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,04,1.0,考试,赵冬梅* ,1-16周,3,1,主校区,思源西楼,SX407,50,40
语言与传播学院,62L203T,大学英语读写译 Ⅲ,05,1.0,考试,赵冬梅* ,1-16周,3,2,主校区,思源西楼,SX407,50,12
语言与传播学院,62L203T,大学英语读写译 Ⅲ,06,1.0,考试,赵冬梅* ,1-16周,3,4,主校区,思源西楼,SX407,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,07,1.0,考试,张建群* ,1-16周,3,1,主校区,思源西楼,SX506,50,7
语言与传播学院,62L203T,大学英语读写译 Ⅲ,08,1.0,考试,张建群* ,1-16周,3,2,主校区,思源西楼,SX506,50,9
语言与传播学院,62L203T,大学英语读写译 Ⅲ,09,1.0,考试,张建群* ,1-16周,3,4,主校区,思源西楼,SX506,50,4
语言与传播学院,62L203T,大学英语读写译 Ⅲ,10,1.0,考试,杨蕾* ,1-16周,3,1,主校区,思源西楼,SX507,50,1
语言与传播学院,62L203T,大学英语读写译 Ⅲ,11,1.0,考试,杨蕾* ,1-16周,3,2,主校区,思源西楼,SX507,50,13
语言与传播学院,62L203T,大学英语读写译 Ⅲ,12,1.0,考试,杨蕾* ,1-16周,3,4,主校区,思源西楼,SX507,50,9
语言与传播学院,62L203T,大学英语读写译 Ⅲ,13,1.0,考试,秦琴* ,1-16周,3,1,主校区,逸夫教学楼,YF309,50,5
语言与传播学院,62L203T,大学英语读写译 Ⅲ,14,1.0,考试,秦琴* ,1-16周,3,2,主校区,逸夫教学楼,YF309,50,8
语言与传播学院,62L203T,大学英语读写译 Ⅲ,15,1.0,考试,秦琴* ,1-16周,3,4,主校区,逸夫教学楼,YF309,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,17,1.0,考试,李栩薏* ,1-16周,3,2,主校区,逸夫教学楼,YF401,50,6
语言与传播学院,62L203T,大学英语读写译 Ⅲ,18,1.0,考试,李栩薏* ,1-16周,3,4,主校区,逸夫教学楼,YF401,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,19,1.0,考试,陆玫* ,1-16周,3,2,主校区,逸夫教学楼,YF610,50,9
语言与传播学院,62L203T,大学英语读写译 Ⅲ,20,1.0,考试,陆玫* ,1-16周,3,4,主校区,逸夫教学楼,YF610,50,15
语言与传播学院,62L203T,大学英语读写译 Ⅲ,21,1.0,考试,田永丰* ,1-16周,3,1,主校区,逸夫教学楼,YF410,50,30
语言与传播学院,62L203T,大学英语读写译 Ⅲ,22,1.0,考试,田永丰* ,1-16周,3,2,主校区,逸夫教学楼,YF410,50,8
语言与传播学院,62L203T,大学英语读写译 Ⅲ,23,1.0,考试,田永丰* ,1-16周,3,4,主校区,逸夫教学楼,YF410,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,24,1.0,考试,张博明* ,1-16周,3,2,主校区,逸夫教学楼,YF东708,50,13
语言与传播学院,62L203T,大学英语读写译 Ⅲ,25,1.0,考试,张博明* ,1-16周,3,4,主校区,逸夫教学楼,YF东708,50,21
语言与传播学院,62L203T,大学英语读写译 Ⅲ,26,1.0,考试,唐学华* ,1-16周,3,1,主校区,逸夫教学楼,YF501,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,27,1.0,考试,唐学华* ,1-16周,3,2,主校区,逸夫教学楼,YF501,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,28,1.0,考试,唐学华* ,1-16周,3,4,主校区,逸夫教学楼,YF501,50,14
语言与传播学院,62L203T,大学英语读写译 Ⅲ,29,1.0,考试,刘路薇* ,1-16周,3,1,主校区,逸夫教学楼,YF509,50,10
语言与传播学院,62L203T,大学英语读写译 Ⅲ,30,1.0,考试,刘路薇* ,1-16周,3,2,主校区,逸夫教学楼,YF509,50,6
语言与传播学院,62L203T,大学英语读写译 Ⅲ,31,1.0,考试,刘路薇* ,1-16周,3,4,主校区,逸夫教学楼,YF509,50,18
语言与传播学院,62L203T,大学英语读写译 Ⅲ,32,1.0,考试,尹静* ,1-16周,3,1,主校区,逸夫教学楼,YF601,50,21
语言与传播学院,62L203T,大学英语读写译 Ⅲ,33,1.0,考试,尹静* ,1-16周,3,2,主校区,逸夫教学楼,YF601,50,5
语言与传播学院,62L203T,大学英语读写译 Ⅲ,34,1.0,考试,尹静* ,1-16周,3,4,主校区,逸夫教学楼,YF601,50,6
语言与传播学院,62L203T,大学英语读写译 Ⅲ,35,1.0,考试,左映娟* ,1-16周,3,1,主校区,逸夫教学楼,YF204,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,36,1.0,考试,左映娟* ,1-16周,3,2,主校区,逸夫教学楼,YF204,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,37,1.0,考试,左映娟* ,1-16周,3,4,主校区,逸夫教学楼,YF204,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,41,1.0,考试,刘艳平* ,1-16周,3,1,主校区,逸夫教学楼,YF504,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,42,1.0,考试,刘艳平* ,1-16周,3,2,主校区,逸夫教学楼,YF504,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,43,1.0,考试,刘艳平* ,1-16周,3,4,主校区,逸夫教学楼,YF504,50,23
语言与传播学院,62L203T,大学英语读写译 Ⅲ,44,1.0,考试,刘岚* ,1-16周,3,1,主校区,逸夫教学楼,YF东701,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,45,1.0,考试,刘岚* ,1-16周,3,2,主校区,逸夫教学楼,YF东701,50,18
语言与传播学院,62L203T,大学英语读写译 Ⅲ,46,1.0,考试,刘岚* ,1-16周,3,4,主校区,逸夫教学楼,YF东701,50,33
语言与传播学院,62L203T,大学英语读写译 Ⅲ,47,1.0,考试,张薇薇* ,1-16周,3,1,主校区,逸夫教学楼,YF东702,50,1
语言与传播学院,62L203T,大学英语读写译 Ⅲ,48,1.0,考试,张薇薇* ,1-16周,3,2,主校区,逸夫教学楼,YF东702,50,0
语言与传播学院,62L203T,大学英语读写译 Ⅲ,49,1.0,考试,张薇薇* ,1-16周,3,4,主校区,逸夫教学楼,YF东702,50,0
